content_id,uuid,source_type,source_url,source_name,title,content,content_type,language,is_processed,processing_status,processing_errors,metadata,file_path,file_size_bytes,created_at,updated_at
55,a4005861-cb14-4157-b60c-177fc53decc4,scraping,https://www.passportindia.gov.in/psp/FaqLocPermits,Scraped: https://www.passportindia.gov.in/psp/FaqLocPermits,Cache: 69c1ed24eec5b62d02b3a88498783903.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqLocPermits"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.940671""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqLocPermits"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.940671"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
56,e9f7331f-a88e-4e36-a261-d8ee11e0c625,scraping,https://www.passportindia.gov.in/psp/FaqCallCentre,Scraped: https://www.passportindia.gov.in/psp/FaqCallCentre,Cache: 746d674f495828760b3ca9c68a161274.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqCallCentre"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.237343""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqCallCentre"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.237343"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
57,29e66f2d-b3a5-4d77-ab0a-e83165a2ddc0,scraping,https://www.passportindia.gov.in/psp/FaqApplicationForm,Scraped: https://www.passportindia.gov.in/psp/FaqApplicationForm,Cache: 7503077a0232881bc3dcb7c460fe7c5d.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqApplicationForm"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:11.657353""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqApplicationForm"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:11.657353"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
106,ec5516e5-2b94-4ce3-88a9-7d4c0c84e257,pdf,/Volumes/Space/MINOR_PROJECTS/gov-chatbot/data/docs/aadhaar/aadhaar-form-3-eng-pdf-39.pdf,aadhaar-form-3-eng-pdf-39.pdf,Aadhaar Form 3 Eng Pdf 39,"FORM 3: Aadhaar Enrolment and Update
For (a) Resident Indian child, or (b) Non-Resident Indian child having Proof of Address in India
(aged 5 years and above and less than 18 years)
Please follow the instructions given below this form and use only upper case (block or capital) letters.
1 Purpose: Enrolment OR Update
2 Resident status: Resident Indian OR Non-Resident Indian (NRI) {See paragraph 1(c) of the declaration below this form}
3 Demographic information (For update, please fill only the information to be updated):
(a) Name:
(Please fill as given in the document presented in support of the POI, while omitting any titles, honorifics and aliases)
(b) Gender: Female (c) Date of Birth: OR (DDMMYYYY) OR Age: years
Male Verified OR Declared OR Approximate (only for age)
Third gender / Transgender (For declared or approximate, only year of declared/approximate birth will be printed on Aadhaar card)
(d) Email : (e) Mobile number:
4 Basis of enrolment/update: Document verification OR Confirmation by Head(s) of Family {HoF(s)}
5 For document-based enrolment/update, additional demographic information and documents presented:
(Address information should be filled only in case of enrolment or update of address)
(a) Address: Care of (optional):
House no. / Building / Flat no.: S t r e e t :
Landmark: Ward no.: Area/Locality/Sector:
Village/Town/City: Post Office (mandatory): PIN code (mandatory):
Sub-district: District: State:
(b) Type of documents presented: (i) Proof of Identity (POI):
(See “List of acceptable supporting (ii) Proof of Address (POA):
documents” displayed on the website of
UIDAI and enrolment centres) (iii) Proof of Date of Birth (PDB) (optional):
6 For HoF-based enrolment or update of demographic information, additional information and documents presented:
(a) Details of HoF: (i) Name: Aadhaar no.:
(ii) Relationship with the child: Mother Father Legal guardian
(b) Type of Proof of Relationship (POR) document presented:
(See “List of acceptable supporting documents” displayed on the website of UIDAI and enrolment centres)
I confirm the identity of the child named above and that she/he is related to me as mentioned. I hereby consent that the address
recorded against my Aadhaar number may be recorded as the address against the Aadhaar number of the child and that my
biometric information may be used to establish my identity.
Signature of HoF:
7 For update, additional information:
(a) Aadhaar number of the child:
(b) Information to be updated: Biometric (photo, fingerprints and irises) Name Date of Birth
Gender Address Mobile Email Update of POI and POA documents
Declaration
1. I hereby confirm and declare that—
(a) all the information and documents submitted is correct to the best of my knowledge and belief;
(b) I and the child are entitled to the documents/information evidencing proofs cited above; and
(c) the child is a resident of India (resided in India for 182 days or more in 12 months immediately preceding my enrolment
application) OR that the child is a Non-Resident Indian (valid Indian passport holding citizen who is not resident of India).
2. I understand that if the above declaration is found to be incorrect, the Aadhaar number of the child may be deactivated and, in
addition, action may be taken against me as per law.
3. I understand that the above information may be used, disclosed or shared in accordance with the Aadhaar (Targeted Delivery of
Financial and Other Subsidies, Benefits and Services) Act, 2016 and regulations made thereunder.
4. I hereby give my consent for electronically obtaining information evidencing proof of identity, address, birth and/or relationship
from the databases of the authorities dealing with the preparation or maintenance of such information and for sharing the above
information and documents with government agencies and/or any such authority, for the purpose of verification.
Signature of verifier: Signature / thumb impression
of mother, father or lawful guardian:
Name of verifier: Name of signatory: Date and time:

Instructions for filling Form 3
S. Mandatory or
Item Instruction
No. optional
1 Purpose Please tick (✔) only one, as applicable. Mandatory
2 Resident status Please tick (✔) only one, as applicable. Mandatory
3 Demographic information:
(a) Name (1) Please fill details as applicable. Mandatory
(2) Please omit courtesy title (Mr, Ms, Shri, Thiru etc.), honorific (ecclesiastical title, etc.) and alias
(urf, a.k.a. etc.), even if figuring in the document.
(b) Date of Birth (DOB) (1) Please fill details of DOB or age, as applicable. Mandatory
or Age (2) Tick (✔) only one, as applicable, among “Verified”, “Declared” or “Approximate”.
(3) “Verified” should be ticked if Proof of Date of Birth (PDB) is available and being presented.
(4) If PDB is not available, the applicant may give either declared date of birth (DOB) or
approximate age, in which case only the year of birth will be printed on Aadhaar card.
(c) Gender Please tick (✔) only one, as applicable. Mandatory
(d) Email Please fill details as applicable. Mandatory for
NRI
(e) Mobile number (1) Please fill details as applicable. Optional
(2) In case of a non-Indian mobile number, no SMS / text message will be sent to the same.
4 Basis of Please tick (✔) only one, as applicable. Mandatory
enrolment/update
5 For document-based enrolment/update, additional demographic information and documents presented:
(a) Address (1) Please fill details as applicable. Mandatory
(2) Filling “Care of” (C/o) details in the address is optional and no supporting document is required
in respect of the same.
(3) PIN code and Post Office are mandatory.
(4) Details of Village/Town/City, Sub-district, District and State will be auto-populated by the
enrolment software based on the PIN code.
(5) Minor variations in the address as filled from that as given in the POA document may be
permitted.
(6) Aadhaar letter will be despatched through India Post to the address as filled.
(7) In case the child is NRI and does not have POA for address in India, please use Form 4.
(b) Type of documents (1) The document type should be from among those specified in the “List of acceptable supporting Mandatory
presented documents”, displayed on the website of UIDAI and enrolment centres.
(2) Original documents must be presented. The same shall be returned after making an electronic
copy and verifying the same against the originals.
(3) For NRI child, valid Indian passport is the only acceptable POI.
6 For HoF-based enrolment or update of address, additional information and documents presented:
(a) Details of HoF (1) Please fill details as applicable in (i). Mandatory
(2) Please tick (✔) only one, as applicable, in (ii).
(3) For HoF-based enrolment or update of demographic information, HoF must be 18 years or more
in age and be the mother, father or legal guardian of the child.
(b) Type of Proof of (1) The document type should be from among those specified in the “List of acceptable supporting Mandatory
Relationship (POR) documents”, displayed on the website of UIDAI and enrolment centres.
document presented (2) Original documents must be presented. The same shall be returned after making an electronic
copy and verifying the same against the originals.
7 For update, additional information:
(a) Aadhaar number of Please fill details as applicable. Mandatory
the child
(b) Information to be Please tick (✔) one or more as applicable. Mandatory
updated
Fee for Enrolment and Update Services at Enrolment Centre
S. no. Service Fee
1 Enrolment Free
2 Update of biometric information (photo, (a) If done once between the ages of 5 and 7 years: Free
fingerprints and irises) (b) If done once between the ages of 15 and 17 years: Free
(c) If done otherwise: ₹ 100
3 Update of demographic information (name, (a) If done at the same time as update of biometric information: Free (Only charges
gender, date of birth, address, mobile number or for Biometric update applicable)
email address) (b) If done separately, for all or any demographic information: ₹ 50
4 Update of POI and POA document (evidencing ₹ 50
proof of identity and address)",pdf,en,t,completed,,"{""chunks"": 2}",/Volumes/Space/MINOR_PROJECTS/gov-chatbot/data/docs/aadhaar/aadhaar-form-3-eng-pdf-39.pdf,409720,2025-10-10 23:59:30.54059+05:30,
58,4d6f23c3-0bbc-4294-8612-8ed9cb1cb48b,scraping,https://www.passportindia.gov.in/psp/FaqIdentityCertificate,Scraped: https://www.passportindia.gov.in/psp/FaqIdentityCertificate,Cache: 80857a9eae177829db7ea72151c891b2.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqIdentityCertificate"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.493024""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqIdentityCertificate"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.493024"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
59,7775104f-6fdf-4abe-82d6-8f2d3894c257,scraping,https://www.passportindia.gov.in/psp/FaqPostalDispatchTracking,Scraped: https://www.passportindia.gov.in/psp/FaqPostalDispatchTracking,Cache: 82c59292a7a91ffa148e076af904cb33.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqPostalDispatchTracking"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:10 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.140139""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqPostalDispatchTracking"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.140139"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:10 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
60,2030c2aa-dc78-4ded-9a57-a9677e254c2e,scraping,https://www.passportindia.gov.in/psp/FaqTatkaalPassports,Scraped: https://www.passportindia.gov.in/psp/FaqTatkaalPassports,Cache: 852707829e43b62741c8e4c22fee5135.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqTatkaalPassports"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:10 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.415177""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqTatkaalPassports"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.415177"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:10 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
61,6eab9a18-41c6-4908-9bb6-266da7c1869d,scraping,https://www.passportindia.gov.in/psp/FaqMiscellaneous,Scraped: https://www.passportindia.gov.in/psp/FaqMiscellaneous,Cache: 8fc98a0c8aa682cc18b4647fb83d3d95.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqMiscellaneous"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:10 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.859326""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqMiscellaneous"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.859326"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:10 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
62,7c306b85-04af-4b44-b6e5-fc4c57622f92,scraping,https://www.passportindia.gov.in/psp/FaqAppeal,Scraped: https://www.passportindia.gov.in/psp/FaqAppeal,Cache: a93454d5ea1dabe391e8a5efb83af990.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqAppeal"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.695809""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqAppeal"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.695809"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
63,78418d90-d3d8-4412-a3fa-3baab2ab2768,scraping,https://www.passportindia.gov.in/psp/FaqAliasName,Scraped: https://www.passportindia.gov.in/psp/FaqAliasName,Cache: a9876c6d1f4f8f660988f2b58a0f61eb.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqAliasName"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.586108""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqAliasName"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.586108"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
64,87c8cb02-d27f-4e22-9ae3-e0d2a540cb55,scraping,https://www.passportindia.gov.in/psp/FaqSurrender,Scraped: https://www.passportindia.gov.in/psp/FaqSurrender,Cache: bb1f305837e988602ae72844e6287a7f.json,"{""url"": ""https://www.passportindia.gov.in/psp/FaqSurrender"", ""etag"": null, ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT"", ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.778557""}",json,en,t,completed,,"{""url"": ""https://www.passportindia.gov.in/psp/FaqSurrender"", ""etag"": null, ""content_hash"": ""e506f9e8aeed42ede53fab12cedc4f38"", ""last_checked"": ""2025-10-10T19:04:12.778557"", ""last_modified"": ""Tue, 30 Sep 2025 09:39:12 GMT""}",,,2025-10-10 23:52:39.342516+05:30,
